Material;Dt.Saída;Nº Pedido;Requisitante / Destino;Unidade;Quantidade;Status
Máscara N95;2020-08-10;324880;Mato Grosso;Unidade;26200,00;Entregue
Máscara N95;2020-08-10;324879;Mato Grosso do Sul;Unidade;19400,00;Entregue
Máscara N95;2020-08-10;324881;Pará;Unidade;58700,00;Entregue
Máscara N95;2020-08-10;324882;Paraíba;Unidade;33800,00;Entregue
Máscara N95;2020-08-10;324888;Paraná;Unidade;89500,00;Entregue
Máscara N95;2020-08-10;324883;Pernambuco;Unidade;79300,00;Entregue
Máscara N95;2020-08-10;324898;Piauí;Unidade;22900,00;Entregue
Máscara N95;2020-08-10;324889;Rio de Janeiro;Unidade;105700,00;Entregue
Máscara N95;2020-08-10;324890;Rio Grande do Norte;Unidade;27900,00;Entregue
Máscara N95;2020-08-10;324893;Rio Grande do Sul;Unidade;73600,00;Entregue
Máscara N95;2020-08-10;324892;Roraima;Unidade;6100,00;Entregue
Máscara N95;2020-08-10;324894;Santa Catarina;Unidade;60700,00;Entregue
Máscara N95;2020-08-10;324895;Sergipe;Unidade;20000,00;Entregue
Máscara N95;2020-08-10;324897;Tocantins;Unidade;22300,00;Entregue
Máscara N95;2020-08-10;324878;Minas Gerais;Unidade;174800,00;Entregue
Máscara N95;2020-07-28;323468;Outros Órgãos Federais;Unidade;1600,00;Entregue
Máscara N95;2020-07-28;323467;Outros Órgãos Federais;Unidade;1800,00;Entregue
Máscara N95;2020-08-10;325265;Outros Órgãos Federais;Unidade;700,00;Entregue
Máscara N95;2020-07-28;323456;Outros Órgãos Federais;Unidade;1000,00;Entregue
Máscara N95;2020-08-10;325270;Outros Órgãos Federais;Unidade;300,00;Entregue
Máscara N95;2020-07-28;323476;Outros Órgãos Federais;Unidade;600,00;Entregue
Máscara N95;2020-07-28;323447;Outros Órgãos Federais;Unidade;1200,00;Entregue
Máscara N95;2020-08-10;325246;Outros Órgãos Federais;Unidade;500,00;Entregue
Máscara N95;2020-07-28;323451;Outros Órgãos Federais;Unidade;3000,00;Entregue
Máscara N95;2020-07-31;323880;Outros Órgãos Federais;Unidade;100,00;Entregue
Máscara N95;2020-07-31;323901;Outros Órgãos Federais;Unidade;100,00;Entregue
Máscara N95;2020-07-31;323910;Outros Órgãos Federais;Unidade;100,00;Entregue
Máscara N95;2020-07-31;323911;Outros Órgãos Federais;Unidade;100,00;Entregue
Máscara N95;2020-07-31;323912;Outros Órgãos Federais;Unidade;100,00;Entregue
Máscara N95;2020-07-31;323913;Outros Órgãos Federais;Unidade;100,00;Entregue
Máscara N95;2020-07-31;323915;Outros Órgãos Federais;Unidade;100,00;Entregue
Máscara N95;2020-08-10;325267;Outros Órgãos Federais;Unidade;1000,00;Entregue
Máscara N95;2020-08-15;326198;Outros Órgãos Federais;Unidade;50,00;Entregue
Máscara N95;2020-08-15;326199;Outros Órgãos Federais;Unidade;50,00;Entregue
Máscara N95;2020-08-15;326200;Outros Órgãos Federais;Unidade;30,00;Entregue
Máscara N95;2020-08-15;326201;Outros Órgãos Federais;Unidade;30,00;Entregue
Máscara N95;2020-08-15;326202;Outros Órgãos Federais;Unidade;30,00;Entregue
Máscara N95;2020-08-15;326203;Outros Órgãos Federais;Unidade;30,00;Entregue
Máscara N95;2020-08-15;326204;Outros Órgãos Federais;Unidade;30,00;Entregue
Máscara N95;2020-08-15;326205;Outros Órgãos Federais;Unidade;30,00;Entregue
Máscara N95;2020-08-15;326206;Outros Órgãos Federais;Unidade;30,00;Entregue
Máscara N95;2020-08-15;326228;Outros Órgãos Federais;Unidade;30,00;Entregue
Máscara N95;2020-08-15;326229;Outros Órgãos Federais;Unidade;30,00;Entregue
Máscara N95;2020-08-15;326231;Outros Órgãos Federais;Unidade;30,00;Entregue
Máscara N95;2020-08-15;326233;Outros Órgãos Federais;Unidade;30,00;Entregue
Máscara N95;2020-08-15;326235;Outros Órgãos Federais;Unidade;30,00;Entregue
Máscara N95;2020-08-15;326236;Outros Órgãos Federais;Unidade;30,00;Entregue
Máscara N95;2020-08-15;326239;Outros Órgãos Federais;Unidade;30,00;Entregue
Máscara N95;2020-08-15;326242;Outros Órgãos Federais;Unidade;30,00;Entregue
Máscara N95;2020-08-15;326243;Outros Órgãos Federais;Unidade;30,00;Entregue
Máscara N95;2020-08-15;326245;Outros Órgãos Federais;Unidade;30,00;Entregue
Máscara N95;2020-08-15;326246;Outros Órgãos Federais;Unidade;30,00;Entregue
Máscara N95;2020-08-15;326248;Outros Órgãos Federais;Unidade;30,00;Entregue
Máscara N95;2020-08-15;326250;Outros Órgãos Federais;Unidade;40,00;Entregue
Máscara N95;2020-08-15;326251;Outros Órgãos Federais;Unidade;40,00;Entregue
Máscara N95;2020-08-15;326252;Outros Órgãos Federais;Unidade;40,00;Entregue
Máscara N95;2020-08-15;326253;Outros Órgãos Federais;Unidade;20,00;Entregue
Máscara N95;2020-08-15;326254;Outros Órgãos Federais;Unidade;20,00;Entregue
Máscara N95;2020-08-15;326255;Outros Órgãos Federais;Unidade;40,00;Entregue
Máscara N95;2020-08-15;326256;Outros Órgãos Federais;Unidade;20,00;Entregue
Máscara N95;2020-08-15;326257;Outros Órgãos Federais;Unidade;40,00;Entregue
Máscara N95;2020-08-15;326258;Outros Órgãos Federais;Unidade;20,00;Entregue
Máscara N95;2020-08-15;326259;Outros Órgãos Federais;Unidade;40,00;Entregue
Máscara N95;2020-08-15;326260;Outros Órgãos Federais;Unidade;40,00;Entregue
Máscara N95;2020-08-15;326261;Outros Órgãos Federais;Unidade;20,00;Entregue
Máscara N95;2020-08-15;326262;Outros Órgãos Federais;Unidade;20,00;Entregue
Máscara N95;2020-07-28;323469;Outros Órgãos Federais;Unidade;900,00;Entregue
Máscara N95;2020-08-10;325272;Outros Órgãos Federais;Unidade;300,00;Entregue
Máscara N95;2020-07-28;323472;Outros Órgãos Federais;Unidade;600,00;Entregue
Máscara N95;2020-07-28;323462;Outros Órgãos Federais;Unidade;2600,00;Entregue
Máscara N95;2020-08-10;325259;Outros Órgãos Federais;Unidade;900,00;Entregue
Máscara N95;2020-07-28;323463;Outros Órgãos Federais;Unidade;400,00;Entregue
Máscara N95;2020-08-10;325260;Outros Órgãos Federais;Unidade;400,00;Entregue
Máscara N95;2020-07-28;323464;Outros Órgãos Federais;Unidade;900,00;Entregue
Máscara N95;2020-08-10;325262;Outros Órgãos Federais;Unidade;200,00;Entregue
Máscara N95;2020-07-28;323453;Outros Órgãos Federais;Unidade;1300,00;Entregue
Máscara N95;2020-07-28;323455;Outros Órgãos Federais;Unidade;2000,00;Entregue
Máscara N95;2020-07-28;323471;Outros Órgãos Federais;Unidade;800,00;Entregue
Máscara N95;2020-08-10;325274;Outros Órgãos Federais;Unidade;200,00;Entregue
Máscara N95;2020-07-28;323474;Outros Órgãos Federais;Unidade;1100,00;Entregue
Máscara N95;2020-08-10;325276;Outros Órgãos Federais;Unidade;200,00;Entregue
Máscara N95;2020-07-28;323475;Outros Órgãos Federais;Unidade;1200,00;Entregue
Máscara N95;2020-07-28;323477;Outros Órgãos Federais;Unidade;1000,00;Entregue
Máscara N95;2020-08-10;325277;Outros Órgãos Federais;Unidade;400,00;Entregue
Máscara N95;2020-07-28;323449;Outros Órgãos Federais;Unidade;200,00;Entregue
Máscara N95;2020-08-10;325252;Outros Órgãos Federais;Unidade;100,00;Entregue
Máscara N95;2020-07-28;323445;Outros Órgãos Federais;Unidade;300,00;Entregue
Máscara N95;2020-08-10;325244;Outros Órgãos Federais;Unidade;100,00;Entregue
Máscara N95;2020-07-28;323452;Outros Órgãos Federais;Unidade;400,00;Entregue
Máscara N95;2020-08-10;325256;Outros Órgãos Federais;Unidade;200,00;Entregue
Máscara N95;2020-07-28;323458;Outros Órgãos Federais;Unidade;600,00;Entregue
Máscara N95;2020-07-28;323446;Outros Órgãos Federais;Unidade;2000,00;Entregue
Máscara N95;2020-08-10;325245;Outros Órgãos Federais;Unidade;600,00;Entregue
Máscara N95;2020-07-28;323450;Outros Órgãos Federais;Unidade;100,00;Entregue
Máscara N95;2020-08-10;325255;Outros Órgãos Federais;Unidade;200,00;Entregue
Máscara N95;2020-07-28;323459;Outros Órgãos Federais;Unidade;1100,00;Entregue
Máscara N95;2020-08-10;325257;Outros Órgãos Federais;Unidade;700,00;Entregue
Máscara N95;2020-08-10;325266;Outros Órgãos Federais;Unidade;500,00;Entregue
Máscara N95;2020-08-10;325268;Outros Órgãos Federais;Unidade;500,00;Entregue
Máscara N95;2020-08-10;325269;Outros Órgãos Federais;Unidade;600,00;Entregue
Máscara N95;2020-07-28;323443;Outros Órgãos Federais;Unidade;200,00;Entregue
Máscara N95;2020-07-28;323444;Outros Órgãos Federais;Unidade;700,00;Entregue
Máscara N95;2020-08-10;325243;Outros Órgãos Federais;Unidade;200,00;Entregue
Máscara N95;2020-07-28;323448;Outros Órgãos Federais;Unidade;4100,00;Entregue
Máscara N95;2020-08-10;325247;Outros Órgãos Federais;Unidade;1300,00;Entregue
Máscara N95;2020-07-28;323465;Outros Órgãos Federais;Unidade;1700,00;Entregue
Máscara N95;2020-07-28;323466;Outros Órgãos Federais;Unidade;600,00;Entregue
Máscara N95;2020-08-10;325264;Outros Órgãos Federais;Unidade;200,00;Entregue
Máscara N95;2020-07-28;323473;Outros Órgãos Federais;Unidade;1400,00;Entregue
Máscara N95;2020-07-28;323457;Outros Órgãos Federais;Unidade;900,00;Entregue
Máscara N95;2020-08-10;325271;Outros Órgãos Federais;Unidade;400,00;Entregue
Máscara N95;2020-08-10;324896;São Paulo;Unidade;35400,00;Entregue
Máscara N95;2020-08-10;324896;São Paulo;Unidade;287100,00;Entregue
Máscara N95;2020-08-10;324826;Sergipe;Unidade;3600,00;Entregue
Máscara N95;2020-08-10;324811;Pará;Unidade;6500,00;Entregue
Máscara N95;2020-08-10;324807;Minas Gerais;Unidade;32700,00;Entregue
Máscara N95;2020-08-10;324821;Roraima;Unidade;2200,00;Entregue
Máscara N95;2020-08-10;324808;Mato Grosso do Sul;Unidade;13200,00;Entregue
Máscara N95;2020-08-10;324809;Mato Grosso;Unidade;5500,00;Entregue
Máscara N95;2020-08-10;324816;Paraná;Unidade;10900,00;Entregue
Máscara N95;2020-08-10;324825;Santa Catarina;Unidade;3700,00;Entregue
Máscara N95;2020-08-10;324801;Ceará;Unidade;26800,00;Entregue
Máscara N95;2020-08-10;324804;Goiás;Unidade;14200,00;Entregue
Máscara N95;2020-08-10;324812;Paraíba;Unidade;11600,00;Entregue
Máscara N95;2020-08-10;324799;Amapá;Unidade;2800,00;Entregue
Máscara N95;2020-08-10;324796;Alagoas;Unidade;5300,00;Entregue
Máscara N95;2020-08-10;324797;Amazonas;Unidade;6400,00;Entregue
Máscara N95;2020-08-10;324818;Rio Grande do Norte;Unidade;8900,00;Entregue
Máscara N95;2020-08-10;324830;Tocantins;Unidade;200,00;Entregue
Máscara N95;2020-08-10;324823;Rio Grande do Sul;Unidade;22900,00;Entregue
Máscara N95;2020-08-10;324819;Rondônia;Unidade;2900,00;Entregue
Máscara N95;2020-08-10;324813;Pernambuco;Unidade;10700,00;Entregue
Máscara N95;2020-08-10;324794;Acre;Unidade;1700,00;Entregue
Máscara N95;2020-08-10;324800;Bahia;Unidade;12400,00;Entregue
Máscara N95;2020-08-10;324806;Maranhão;Unidade;10200,00;Entregue
Máscara N95;2020-08-10;324828;São Paulo;Unidade;71800,00;Entregue
Máscara N95;2020-08-10;324815;Piauí;Unidade;11400,00;Entregue
Máscara N95;2020-08-10;324803;Espírito Santo;Unidade;2300,00;Entregue
Máscara N95;2020-08-10;324817;Rio de Janeiro;Unidade;77200,00;Entregue
Máscara N95;2020-07-28;323470;Outros Órgãos Federais;Unidade;200,00;Entregue
Máscara Cirúrgica;2020-08-10;324891;Rondônia;Unidade;121800,00;Entregue
Máscara Cirúrgica;2020-08-10;324861;Acre;Unidade;62200,00;Entregue
Máscara Cirúrgica;2020-08-10;324863;Alagoas;Unidade;187000,00;Entregue
Máscara Cirúrgica;2020-08-10;324865;Amapá;Unidade;50400,00;Entregue
Máscara Cirúrgica;2020-08-10;324864;Amazonas;Unidade;299400,00;Entregue
Máscara Cirúrgica;2020-08-10;324866;Bahia;Unidade;991400,00;Entregue
Máscara Cirúrgica;2020-08-10;324867;Ceará;Unidade;422900,00;Entregue
Máscara Cirúrgica;2020-08-10;324874;Distrito Federal;Unidade;278400,00;Entregue
Máscara Cirúrgica;2020-08-10;324875;Espírito Santo;Unidade;274200,00;Entregue
Máscara Cirúrgica;2020-08-10;324876;Goiás;Unidade;355000,00;Entregue
Máscara Cirúrgica;2020-08-10;324877;Maranhão;Unidade;457000,00;Entregue
Máscara Cirúrgica;2020-08-10;324880;Mato Grosso;Unidade;197100,00;Entregue
Máscara Cirúrgica;2020-08-10;324879;Mato Grosso do Sul;Unidade;12300,00;Entregue
Máscara Cirúrgica;2020-08-10;324879;Mato Grosso do Sul;Unidade;133800,00;Entregue
Máscara Cirúrgica;2020-08-10;324881;Pará;Unidade;440300,00;Entregue
Máscara Cirúrgica;2020-08-10;324882;Paraíba;Unidade;253700,00;Entregue
Máscara Cirúrgica;2020-08-10;324888;Paraná;Unidade;671800,00;Entregue
Máscara Cirúrgica;2020-08-10;324883;Pernambuco;Unidade;595100,00;Entregue
Máscara Cirúrgica;2020-08-10;324898;Piauí;Unidade;172000,00;Entregue
Máscara Cirúrgica;2020-08-10;324889;Rio de Janeiro;Unidade;792700,00;Entregue
Máscara Cirúrgica;2020-08-10;324890;Rio Grande do Norte;Unidade;209600,00;Entregue
Máscara Cirúrgica;2020-08-10;324893;Rio Grande do Sul;Unidade;552200,00;Entregue
Máscara Cirúrgica;2020-08-10;324892;Roraima;Unidade;46000,00;Entregue
Máscara Cirúrgica;2020-08-10;324894;Santa Catarina;Unidade;455600,00;Entregue
Máscara Cirúrgica;2020-08-10;324895;Sergipe;Unidade;150700,00;Entregue
Máscara Cirúrgica;2020-08-10;324897;Tocantins;Unidade;167700,00;Entregue
Máscara Cirúrgica;2020-08-10;324878;Minas Gerais;Unidade;711300,00;Entregue
Máscara Cirúrgica;2020-08-10;324878;Minas Gerais;Unidade;600000,00;Entregue
Máscara Cirúrgica;2020-07-28;323480;Outros Órgãos Federais;Unidade;400,00;Entregue
Máscara Cirúrgica;2020-08-10;325279;Outros Órgãos Federais;Unidade;200,00;Entregue
Máscara Cirúrgica;2020-07-28;323478;Outros Órgãos Federais;Unidade;200,00;Entregue
Máscara Cirúrgica;2020-08-10;325278;Outros Órgãos Federais;Unidade;200,00;Entregue
Máscara Cirúrgica;2020-07-28;323468;Outros Órgãos Federais;Unidade;5700,00;Entregue
Máscara Cirúrgica;2020-07-28;323467;Outros Órgãos Federais;Unidade;1000,00;Entregue
Máscara Cirúrgica;2020-08-10;325265;Outros Órgãos Federais;Unidade;2300,00;Entregue
Máscara Cirúrgica;2020-07-28;323476;Outros Órgãos Federais;Unidade;1000,00;Entregue
Máscara Cirúrgica;2020-07-28;323447;Outros Órgãos Federais;Unidade;2600,00;Entregue
Máscara Cirúrgica;2020-08-10;325246;Outros Órgãos Federais;Unidade;2200,00;Entregue
Máscara Cirúrgica;2020-07-28;323451;Outros Órgãos Federais;Unidade;8300,00;Entregue
Máscara Cirúrgica;2020-07-31;323880;Outros Órgãos Federais;Unidade;500,00;Entregue
Máscara Cirúrgica;2020-07-31;323901;Outros Órgãos Federais;Unidade;300,00;Entregue
Máscara Cirúrgica;2020-07-31;323910;Outros Órgãos Federais;Unidade;200,00;Entregue
Máscara Cirúrgica;2020-07-31;323911;Outros Órgãos Federais;Unidade;200,00;Entregue
Máscara Cirúrgica;2020-07-31;323912;Outros Órgãos Federais;Unidade;600,00;Entregue
Máscara Cirúrgica;2020-07-31;323913;Outros Órgãos Federais;Unidade;100,00;Entregue
Máscara Cirúrgica;2020-07-31;323915;Outros Órgãos Federais;Unidade;500,00;Entregue
Máscara Cirúrgica;2020-08-10;325267;Outros Órgãos Federais;Unidade;6500,00;Entregue
Máscara Cirúrgica;2020-08-15;326198;Outros Órgãos Federais;Unidade;800,00;Entregue
Máscara Cirúrgica;2020-08-15;326199;Outros Órgãos Federais;Unidade;800,00;Entregue
Máscara Cirúrgica;2020-08-15;326200;Outros Órgãos Federais;Unidade;1400,00;Entregue
Máscara Cirúrgica;2020-08-15;326201;Outros Órgãos Federais;Unidade;1300,00;Entregue
Máscara Cirúrgica;2020-08-15;326202;Outros Órgãos Federais;Unidade;1800,00;Entregue
Máscara Cirúrgica;2020-08-15;326203;Outros Órgãos Federais;Unidade;200,00;Entregue
Máscara Cirúrgica;2020-08-15;326204;Outros Órgãos Federais;Unidade;400,00;Entregue
Máscara Cirúrgica;2020-08-15;326205;Outros Órgãos Federais;Unidade;300,00;Entregue
Máscara Cirúrgica;2020-08-15;326206;Outros Órgãos Federais;Unidade;1700,00;Entregue
Máscara Cirúrgica;2020-08-15;326228;Outros Órgãos Federais;Unidade;800,00;Entregue
Máscara Cirúrgica;2020-08-15;326229;Outros Órgãos Federais;Unidade;500,00;Entregue
Máscara Cirúrgica;2020-08-15;326231;Outros Órgãos Federais;Unidade;600,00;Entregue
Máscara Cirúrgica;2020-08-15;326233;Outros Órgãos Federais;Unidade;300,00;Entregue
Máscara Cirúrgica;2020-08-15;326235;Outros Órgãos Federais;Unidade;800,00;Entregue
Máscara Cirúrgica;2020-08-15;326236;Outros Órgãos Federais;Unidade;100,00;Entregue
Máscara Cirúrgica;2020-08-15;326239;Outros Órgãos Federais;Unidade;300,00;Entregue
Máscara Cirúrgica;2020-08-15;326242;Outros Órgãos Federais;Unidade;200,00;Entregue
Máscara Cirúrgica;2020-08-15;326243;Outros Órgãos Federais;Unidade;200,00;Entregue
Máscara Cirúrgica;2020-08-15;326245;Outros Órgãos Federais;Unidade;200,00;Entregue
Máscara Cirúrgica;2020-08-15;326246;Outros Órgãos Federais;Unidade;200,00;Entregue
Máscara Cirúrgica;2020-08-15;326248;Outros Órgãos Federais;Unidade;300,00;Entregue
Máscara Cirúrgica;2020-08-15;326250;Outros Órgãos Federais;Unidade;2200,00;Entregue
Máscara Cirúrgica;2020-08-15;326251;Outros Órgãos Federais;Unidade;1000,00;Entregue
Máscara Cirúrgica;2020-08-15;326252;Outros Órgãos Federais;Unidade;4000,00;Entregue
Máscara Cirúrgica;2020-08-15;326253;Outros Órgãos Federais;Unidade;700,00;Entregue
Máscara Cirúrgica;2020-08-15;326254;Outros Órgãos Federais;Unidade;700,00;Entregue
Máscara Cirúrgica;2020-08-15;326255;Outros Órgãos Federais;Unidade;100,00;Entregue
Máscara Cirúrgica;2020-08-15;326256;Outros Órgãos Federais;Unidade;500,00;Entregue
Máscara Cirúrgica;2020-08-15;326257;Outros Órgãos Federais;Unidade;5000,00;Entregue
Máscara Cirúrgica;2020-08-15;326258;Outros Órgãos Federais;Unidade;100,00;Entregue
Máscara Cirúrgica;2020-08-15;326259;Outros Órgãos Federais;Unidade;400,00;Entregue
Máscara Cirúrgica;2020-08-15;326260;Outros Órgãos Federais;Unidade;500,00;Entregue
Máscara Cirúrgica;2020-08-15;326261;Outros Órgãos Federais;Unidade;300,00;Entregue
Máscara Cirúrgica;2020-08-15;326262;Outros Órgãos Federais;Unidade;200,00;Entregue
Máscara Cirúrgica;2020-07-28;323469;Outros Órgãos Federais;Unidade;2700,00;Entregue
Máscara Cirúrgica;2020-08-10;325272;Outros Órgãos Federais;Unidade;2000,00;Entregue
Máscara Cirúrgica;2020-07-28;323470;Outros Órgãos Federais;Unidade;3000,00;Entregue
Máscara Cirúrgica;2020-08-10;325273;Outros Órgãos Federais;Unidade;2000,00;Entregue
Máscara Cirúrgica;2020-08-10;325275;Outros Órgãos Federais;Unidade;1300,00;Entregue
Máscara Cirúrgica;2020-07-28;323462;Outros Órgãos Federais;Unidade;9400,00;Entregue
Máscara Cirúrgica;2020-08-10;325259;Outros Órgãos Federais;Unidade;8700,00;Entregue
Máscara Cirúrgica;2020-07-28;323463;Outros Órgãos Federais;Unidade;2900,00;Entregue
Máscara Cirúrgica;2020-08-10;325260;Outros Órgãos Federais;Unidade;2000,00;Entregue
Máscara Cirúrgica;2020-07-28;323464;Outros Órgãos Federais;Unidade;3600,00;Entregue
Máscara Cirúrgica;2020-08-10;325262;Outros Órgãos Federais;Unidade;2400,00;Entregue
Máscara Cirúrgica;2020-07-28;323453;Outros Órgãos Federais;Unidade;6600,00;Entregue
Máscara Cirúrgica;2020-07-28;323455;Outros Órgãos Federais;Unidade;9100,00;Entregue
Máscara Cirúrgica;2020-07-28;323471;Outros Órgãos Federais;Unidade;3800,00;Entregue
Máscara Cirúrgica;2020-08-10;325274;Outros Órgãos Federais;Unidade;1500,00;Entregue
Máscara Cirúrgica;2020-07-28;323474;Outros Órgãos Federais;Unidade;4500,00;Entregue
Máscara Cirúrgica;2020-07-28;323477;Outros Órgãos Federais;Unidade;11600,00;Entregue
Máscara Cirúrgica;2020-08-10;325277;Outros Órgãos Federais;Unidade;6900,00;Entregue
Máscara Cirúrgica;2020-07-28;323445;Outros Órgãos Federais;Unidade;3900,00;Entregue
Máscara Cirúrgica;2020-08-10;325244;Outros Órgãos Federais;Unidade;3100,00;Entregue
Máscara Cirúrgica;2020-07-28;323452;Outros Órgãos Federais;Unidade;2800,00;Entregue
Máscara Cirúrgica;2020-08-10;325256;Outros Órgãos Federais;Unidade;2600,00;Entregue
Máscara Cirúrgica;2020-07-28;323446;Outros Órgãos Federais;Unidade;10500,00;Entregue
Máscara Cirúrgica;2020-08-10;325245;Outros Órgãos Federais;Unidade;2600,00;Entregue
Máscara Cirúrgica;2020-07-28;323450;Outros Órgãos Federais;Unidade;1700,00;Entregue
Máscara Cirúrgica;2020-08-10;325255;Outros Órgãos Federais;Unidade;100,00;Entregue
Máscara Cirúrgica;2020-07-28;323459;Outros Órgãos Federais;Unidade;5700,00;Entregue
Máscara Cirúrgica;2020-08-10;325257;Outros Órgãos Federais;Unidade;4500,00;Entregue
Máscara Cirúrgica;2020-07-28;323461;Outros Órgãos Federais;Unidade;2600,00;Entregue
Máscara Cirúrgica;2020-08-10;325258;Outros Órgãos Federais;Unidade;2100,00;Entregue
Máscara Cirúrgica;2020-08-10;325266;Outros Órgãos Federais;Unidade;4500,00;Entregue
Máscara Cirúrgica;2020-08-10;325268;Outros Órgãos Federais;Unidade;4100,00;Entregue
Máscara Cirúrgica;2020-08-10;325269;Outros Órgãos Federais;Unidade;6000,00;Entregue
Máscara Cirúrgica;2020-07-28;323443;Outros Órgãos Federais;Unidade;1500,00;Entregue
Máscara Cirúrgica;2020-08-10;325242;Outros Órgãos Federais;Unidade;900,00;Entregue
Máscara Cirúrgica;2020-07-28;323444;Outros Órgãos Federais;Unidade;3200,00;Entregue
Máscara Cirúrgica;2020-08-10;325243;Outros Órgãos Federais;Unidade;2100,00;Entregue
Máscara Cirúrgica;2020-07-28;323448;Outros Órgãos Federais;Unidade;14200,00;Entregue
Máscara Cirúrgica;2020-07-28;323465;Outros Órgãos Federais;Unidade;1100,00;Entregue
Máscara Cirúrgica;2020-08-10;325263;Outros Órgãos Federais;Unidade;50,00;Entregue
Máscara Cirúrgica;2020-08-10;325263;Outros Órgãos Federais;Unidade;50,00;Entregue
Máscara Cirúrgica;2020-08-10;325263;Outros Órgãos Federais;Unidade;2900,00;Entregue
Máscara Cirúrgica;2020-08-10;325263;Outros Órgãos Federais;Unidade;600,00;Entregue
Máscara Cirúrgica;2020-07-28;323473;Outros Órgãos Federais;Unidade;2000,00;Entregue
Máscara Cirúrgica;2020-07-28;323457;Outros Órgãos Federais;Unidade;4700,00;Entregue
Máscara Cirúrgica;2020-08-10;325271;Outros Órgãos Federais;Unidade;5200,00;Entregue
Máscara Cirúrgica;2020-08-19;326429;Outros Órgãos Federais;Unidade;10000,00;Entregue
Máscara Cirúrgica;2020-08-07;325250;Outros Órgãos Federais;Unidade;100000,00;Entregue
Máscara Cirúrgica;2020-08-10;324896;São Paulo;Unidade;2419400,00;Entregue
Máscara Cirúrgica;2020-08-10;324826;Sergipe;Unidade;27300,00;Entregue
Máscara Cirúrgica;2020-08-10;324811;Pará;Unidade;49100,00;Entregue
Máscara Cirúrgica;2020-08-10;324807;Minas Gerais;Unidade;245200,00;Entregue
Máscara Cirúrgica;2020-08-10;324821;Roraima;Unidade;17000,00;Entregue
Máscara Cirúrgica;2020-08-10;324808;Mato Grosso do Sul;Unidade;99200,00;Entregue
Máscara Cirúrgica;2020-08-10;324809;Mato Grosso;Unidade;41800,00;Entregue
Máscara Cirúrgica;2020-08-10;324816;Paraná;Unidade;75800,00;Entregue
Máscara Cirúrgica;2020-08-10;324825;Santa Catarina;Unidade;21900,00;Entregue
Máscara Cirúrgica;2020-08-10;324801;Ceará;Unidade;201400,00;Entregue
Máscara Cirúrgica;2020-08-10;324804;Goiás;Unidade;107100,00;Entregue
Máscara Cirúrgica;2020-08-10;324812;Paraíba;Unidade;87100,00;Entregue
Máscara Cirúrgica;2020-08-10;324799;Amapá;Unidade;21000,00;Entregue
Máscara Cirúrgica;2020-08-10;324796;Alagoas;Unidade;40300,00;Entregue
Máscara Cirúrgica;2020-08-10;324797;Amazonas;Unidade;48600,00;Entregue
Máscara Cirúrgica;2020-08-10;324818;Rio Grande do Norte;Unidade;66900,00;Entregue
Máscara Cirúrgica;2020-08-10;324830;Tocantins;Unidade;15600,00;Entregue
Máscara Cirúrgica;2020-08-10;324823;Rio Grande do Sul;Unidade;166300,00;Entregue
Máscara Cirúrgica;2020-08-10;324819;Rondônia;Unidade;22300,00;Entregue
Máscara Cirúrgica;2020-08-10;324813;Pernambuco;Unidade;80300,00;Entregue
Máscara Cirúrgica;2020-08-10;324794;Acre;Unidade;12900,00;Entregue
Máscara Cirúrgica;2020-08-10;324800;Bahia;Unidade;93200,00;Entregue
Máscara Cirúrgica;2020-08-10;324806;Maranhão;Unidade;76600,00;Entregue
Máscara Cirúrgica;2020-08-10;324828;São Paulo;Unidade;538900,00;Entregue
Máscara Cirúrgica;2020-08-10;324815;Piauí;Unidade;85800,00;Entregue
Máscara Cirúrgica;2020-08-10;324803;Espírito Santo;Unidade;17800,00;Entregue
Máscara Cirúrgica;2020-08-10;324817;Rio de Janeiro;Unidade;579100,00;Entregue
Óculos e Protetor Facial;2020-07-28;323464;Outros Órgãos Federais;Unidade;20,00;Entregue
Óculos e Protetor Facial;2020-07-28;323453;Outros Órgãos Federais;Unidade;20,00;Entregue
Óculos e Protetor Facial;2020-07-28;323459;Outros Órgãos Federais;Unidade;20,00;Entregue
Óculos e Protetor Facial;2020-07-28;323444;Outros Órgãos Federais;Unidade;20,00;Entregue
Óculos e Protetor Facial;2020-07-28;323467;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-07-28;323476;Outros Órgãos Federais;Unidade;100,00;Entregue
Óculos e Protetor Facial;2020-07-31;323880;Outros Órgãos Federais;Unidade;50,00;Entregue
Óculos e Protetor Facial;2020-07-31;323901;Outros Órgãos Federais;Unidade;50,00;Entregue
Óculos e Protetor Facial;2020-07-31;323910;Outros Órgãos Federais;Unidade;50,00;Entregue
Óculos e Protetor Facial;2020-07-31;323911;Outros Órgãos Federais;Unidade;50,00;Entregue
Óculos e Protetor Facial;2020-07-31;323912;Outros Órgãos Federais;Unidade;50,00;Entregue
Óculos e Protetor Facial;2020-07-31;323913;Outros Órgãos Federais;Unidade;50,00;Entregue
Óculos e Protetor Facial;2020-07-31;323915;Outros Órgãos Federais;Unidade;50,00;Entregue
Óculos e Protetor Facial;2020-08-15;326198;Outros Órgãos Federais;Unidade;30,00;Entregue
Óculos e Protetor Facial;2020-08-15;326199;Outros Órgãos Federais;Unidade;30,00;Entregue
