DATA,FORNECEDOR,DESTINO,ESTADOMUNICIPIO,TIPO,QUANTIDADE,VALOR,DESTINATARIO,UF,DATADEENTREGA
09/08/2020,LEISTUNG,MATO GROSSO DO SUL,MUNICIPIO,UTI,2,120000,SMS DE PARANAIBA,MS,14/08/2020
09/08/2020,MAGNAMED,MATO GROSSO DO SUL,MUNICIPIO,TRANSPORTE,2,96580,SMS DE PARANAIBA,MS,14/08/2020
09/08/2020,MAGNAMED,MATO GROSSO DO SUL,MUNICIPIO,TRANSPORTE,2,96580,SMS DE AMAMBAI,MS,14/08/2020
09/08/2020,VYAIRE,MATO GROSSO DO SUL,MUNICIPIO,UTI,3,180000,SMS DE AMAMBAI,MS,14/08/2020
09/08/2020,MAGNAMED,MATO GROSSO DO SUL,MUNICIPIO,TRANSPORTE,2,96580,SMS DE ITAPORA,MS,14/08/2020
09/08/2020,VYAIRE,MATO GROSSO DO SUL,MUNICIPIO,UTI,3,180000,SMS DE PONTA PORA,MS,14/08/2020
09/08/2020,MAGNAMED,MATO GROSSO DO SUL,MUNICIPIO,TRANSPORTE,2,96580,SMS DE PONTA PORA,MS,14/08/2020
14/08/2020,MAGNAMED,MATO GROSSO DO SUL,MUNICIPIO,TRANSPORTE,2,96580,SMS DE RIO BRILHANTE,MS,18/08/2020
21/08/2020,MAGNAMED,MATO GROSSO DO SUL,MUNICIPIO,TRANSPORTE,2,96580,SECRETARIA MUN DE SAUDE DE DOURADOS,MS,28/08/2020
21/08/2020,VYAIRE,MATO GROSSO DO SUL,MUNICIPIO,UTI,2,120000,SECRETARIA MUN DE SAUDE DE DOURADOS,MS,28/08/2020
24/09/2020,KTK,MATO GROSSO DO SUL,MUNICIPIO,UTI,5,300000,SMS DE CORUMBA,MS,30/09/2020
08/06/2020,WEG,MATO GROSSO ,MUNICIPIO,UTI,10,600000,Secretaria Municipal de Saœde (Cuiab‡),MT,12/06/2020
08/06/2020,MAGNAMED,MATO GROSSO ,MUNICIPIO,TRANSPORTE,10,482900,Secretaria Municipal de Saœde (Cuiab‡),MT,12/06/2020
15/06/2020,VYAIRE,MATO GROSSO ,MUNICIPIO,UTI,10,600000,Secretaria Municipal de Saœde (Rondon—polis),MT,19/06/2020
15/06/2020,MAGNAMED,MATO GROSSO ,MUNICIPIO,TRANSPORTE,10,482900,Secretaria Municipal de Saœde (Rondon—polis),MT,19/06/2020
16/06/2020,VYAIRE,MATO GROSSO ,ESTADO,UTI,10,600000,Secretaria Estadual de Saœde,MT,19/06/2020
16/06/2020,KTK,MATO GROSSO ,ESTADO,TRANSPORTE,10,200000,Secretaria Estadual de Saœde,MT,19/06/2020
25/06/2020,KTK,MATO GROSSO ,ESTADO,UTI,30,1800000,Secretaria Estadual de Saœde,MT,28/06/2020
25/06/2020,KTK,MATO GROSSO ,ESTADO,TRANSPORTE,20,400000,Secretaria Estadual de Saœde,MT,28/06/2020
26/06/2020,KTK,MATO GROSSO ,MUNICIPIO,TRANSPORTE,5,100000,Secretaria Municipal de Saœde (CçCERES),MT,30/06/2020
26/06/2020,KTK,MATO GROSSO ,MUNICIPIO,TRANSPORTE,5,100000,Secretaria Municipal de Saœde (SINOP),MT,30/06/2020
26/06/2020,KTK,MATO GROSSO ,MUNICIPIO,UTI,5,300000,Secretaria Municipal de Saœde (SINOP),MT,30/06/2020
26/06/2020,KTK,MATO GROSSO ,MUNICIPIO,TRANSPORTE,5,100000,Secretaria Municipal de Saœde (VçRZEA GRANDE),MT,29/06/2020
26/06/2020,VYAIRE,MATO GROSSO ,MUNICIPIO,UTI,10,600000,Secretaria Municipal de Saœde  (Cuiab‡),MT,01/07/2020
26/06/2020,MAGNAMED,MATO GROSSO ,MUNICIPIO,TRANSPORTE,10,482900,Secretaria Municipal de Saœde  (Cuiab‡),MT,01/07/2020
07/07/2020,VYAIRE,MATO GROSSO ,MUNICIPIO,UTI,6,360000,"çgua Boa - HOSPITAL REGIONAL AGUA BOA ""PAULO ALEMAO""",MT,14/07/2020
07/07/2020,MAGNAMED,MATO GROSSO ,MUNICIPIO,TRANSPORTE,6,289740,"çgua Boa - HOSPITAL REGIONAL AGUA BOA ""PAULO ALEMAO""",MT,14/07/2020
07/07/2020,VYAIRE,MATO GROSSO ,MUNICIPIO,UTI,4,240000,"Barra do Bugres - HOSPITAL REGIONAL DE BARRA DO BUGRES ""ROOSEVELT FIGUEIREDO LIRA""",MT,13/07/2020
07/07/2020,MAGNAMED,MATO GROSSO ,MUNICIPIO,TRANSPORTE,3,144870,"Barra do Bugres - HOSPITAL REGIONAL DE BARRA DO BUGRES ""ROOSEVELT FIGUEIREDO LIRA""",MT,13/07/2020
07/07/2020,VYAIRE,MATO GROSSO ,MUNICIPIO,UTI,8,480000,V‡rzea Grande - HOSPITAL E PRONTO SOCORRO MUNICIPAL DE VARZEA GRANDE,MT,13/07/2020
07/07/2020,MAGNAMED,MATO GROSSO ,MUNICIPIO,TRANSPORTE,7,338030,V‡rzea Grande - HOSPITAL E PRONTO SOCORRO MUNICIPAL DE VARZEA GRANDE,MT,13/07/2020
10/07/2020,MAGNAMED,MATO GROSSO ,MUNICIPIO,TRANSPORTE,5,241450,JACIARA - Secretaria Municipal de Saœde,MT,14/07/2020
10/07/2020,MAGNAMED,MATO GROSSO ,MUNICIPIO,TRANSPORTE,10,482900,SORISO - Secretaria Municipal de Saœde,MT,15/07/2020
10/07/2020,MAGNAMED,MATO GROSSO ,ESTADO,TRANSPORTE,6,289740,CUIABç -  Secretaria Estadual de Saœde,MT,15/07/2020
10/07/2020,VYAIRE,MATO GROSSO ,ESTADO,UTI,11,660000,CUIABç -  Secretaria Estadual de Saœde,MT,15/07/2020
17/07/2020,VYAIRE,MATO GROSSO ,MUNICIPIO,UTI,7,420000,CACERES - Secretaria Municipal de Saœde ,MT,25/07/2020
17/07/2020,KTK,MATO GROSSO ,MUNICIPIO,TRANSPORTE,7,140000,CACERES - Secretaria Municipal de Saœde ,MT,25/07/2020
17/07/2020,KTK,MATO GROSSO ,MUNICIPIO,TRANSPORTE,5,100000,BARRA DO GARCAS - Secretaria Municipal de Saœde ,MT,26/07/2020
24/07/2020,VYAIRE,MATO GROSSO ,MUNICIPIO,UTI,3,180000,PRIMAVERA DO LESTE - Secretaria Municipal de Saœde ,MT,07/08/2020
24/07/2020,KTK,MATO GROSSO ,MUNICIPIO,TRANSPORTE,2,40000,PRIMAVERA DO LESTE - Secretaria Municipal de Saœde ,MT,07/08/2020
09/08/2020,VYAIRE,MATO GROSSO ,MUNICIPIO,UTI,7,420000,SMS DE CACERES,MT,14/08/2020
09/08/2020,MAGNAMED,MATO GROSSO ,MUNICIPIO,TRANSPORTE,7,338030,SMS DE CACERES,MT,14/08/2020
03/09/2020,MAGNAMED,MATO GROSSO ,MUNICIPIO,TRANSPORTE,1,48290,SMS DE CAMPO VERDE,MT,11/09/2020
03/09/2020,MAGNAMED,MATO GROSSO ,MUNICIPIO,TRANSPORTE,1,48290,SMS DE ITIQUIRA,MT,11/09/2020
03/09/2020,MAGNAMED,MATO GROSSO ,MUNICIPIO,TRANSPORTE,1,48290,SMS DE NOVA CANAA DO NORTE,MT,11/09/2020
03/09/2020,KTK,MATO GROSSO ,MUNICIPIO,TRANSPORTE,3,60000,SMS DE COLIDER,MT,11/09/2020
03/09/2020,MAGNAMED,MATO GROSSO ,MUNICIPIO,UTI,5,300000,SMS DE COLIDER,MT,11/09/2020
03/09/2020,KTK,MATO GROSSO ,MUNICIPIO,TRANSPORTE,2,40000,SMS DE GUIRATINGA,MT,11/09/2020
04/09/2020,KTK,MATO GROSSO ,MUNICIPIO,TRANSPORTE,1,20000,SMS de ALTO GAR‚AS,MT,09/09/2020
21/09/2020,KTK,MATO GROSSO ,MUNICIPIO,TRANSPORTE,1,20000,SMS de ALTO TAQUARI,MT,28/09/2020
02/10/2020,VYAIRE LTV 2200 USA,MATO GROSSO ,MUNICIPIO,TRANSPORTE USA,3,189377,SMS DE JUSCIMEIRA,MT,05/10/2020
21/05/2020,VYAIRE,ACRE,ESTADO,UTI,20,1200000,Secretaria Estadual de Saœde,AC,23/05/2020
21/05/2020,MAGNAMED,ACRE,ESTADO,TRANSPORTE,10,482900,Secretaria Estadual de Saœde,AC,23/05/2020
05/06/2020,LEISTUNG,ACRE,ESTADO,UTI,30,1800000,Secretaria Estadual de Saœde,AC,08/06/2020
16/06/2020,VYAIRE,ACRE,MUNICIPIO,UTI,5,300000,Secretaria Municipal de Saœde (Sena Madureira),AC,24/06/2020
16/06/2020,MAGNAMED,ACRE,MUNICIPIO,TRANSPORTE,5,241450,Secretaria Municipal de Saœde (Sena Madureira),AC,24/06/2020
26/06/2020,MAGNAMED,ACRE,MUNICIPIO,TRANSPORTE,10,482900,Secretaria Municipal de Saœde (Cruzeiro do Sul),AC ,03/07/2020
26/06/2020,MAGNAMED,ACRE,MUNICIPIO,TRANSPORTE,70,3380300,Secretaria Municipal de Saœde (Cruzeiro do Sul),AC ,04/07/2020
07/07/2020,VYAIRE,ACRE,MUNICIPIO,UTI,10,600000,Cruzeiro do Sul - Hoaspital Regional de Juru‡,AC,19/07/2020
10/07/2020,MAGNAMED,ACRE,ESTADO,TRANSPORTE,5,241450,RIO BRANCO - Secretaria Estadual de Saœde,AC,21/07/2020
10/07/2020,VYAIRE,ACRE,ESTADO,UTI,5,300000,RIO BRANCO - Secretaria Estadual de Saœde,AC,21/07/2020
16/05/2020,LEISTUNG,GOIAS,ESTADO,UTI,25,1500000,Secretaria Estadual de Saœde,GO,18/05/2020
09/06/2020,WEG,GOIAS,ESTADO,UTI,15,900000,Secretaria Estadual de Saœde,GO,10/06/2020
09/06/2020,MAGNAMED,GOIAS,ESTADO,TRANSPORTE,5,241450,Secretaria Estadual de Saœde,GO,10/06/2020
11/06/2020,VYAIRE,GOIAS,ESTADO,UTI,20,1200000,Secretaria Estadual de Saœde,GO,12/06/2020
12/06/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,6,360000,Secretaria Municipal de Saœde (Anapolis),GO,15/06/2020
12/06/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,6,289740,Secretaria Municipal de Saœde (Anapolis),GO,15/06/2020
12/06/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,5,300000,Secretaria Municipal de Saœde (Aparacida),GO,15/06/2020
12/06/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,5,241450,Secretaria Municipal de Saœde (Aparacida),GO,15/06/2020
12/06/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,10,600000,Secretaria Municipal de Saœde (Goi‰nia),GO,15/06/2020
12/06/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,10,482900,Secretaria Municipal de Saœde (Goi‰nia),GO,15/06/2020
12/06/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,2,120000,Secretaria Municipal de Saœde (Goianira),GO,15/06/2020
12/06/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,2,96580,Secretaria Municipal de Saœde (Goianira),GO,15/06/2020
12/06/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,2,120000,Secretaria Municipal de Saœde  (Ipora),GO,15/06/2020
12/06/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,2,96580,Secretaria Municipal de Saœde  (Ipora),GO,15/06/2020
12/06/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,3,180000,Secretaria Municipal de Saœde (Itumbiaria),GO,15/06/2020
12/06/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,2,96580,Secretaria Municipal de Saœde (Itumbiaria),GO,15/06/2020
12/06/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,15,900000,Secretaria Municipal de Saœde (Rio Verde),GO,15/06/2020
12/06/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,15,724350,Secretaria Municipal de Saœde (Rio Verde),GO,15/06/2020
12/06/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,3,180000,Secretaria Municipal de Saœde (Senador Canedo),GO,15/06/2020
12/06/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,2,96580,Secretaria Municipal de Saœde (Senador Canedo),GO,15/06/2020
12/06/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,3,180000,Secretaria Municipal de Saœde (Trindade),GO,15/06/2020
12/06/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,2,96580,Secretaria Municipal de Saœde (Trindade),GO,15/06/2020
25/06/2020,VYAIRE,GOIAS,ESTADO,UTI,20,1200000,Secretaria Estadual de Saœde,GO,26/06/2020
25/06/2020,MAGNAMED,GOIAS,ESTADO,TRANSPORTE,10,482900,Secretaria Estadual de Saœde,GO,26/06/2020
25/06/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,5,300000,SECRETARIA MUNICIPAL DE SAUDE DE AGUAS LINDAS,GO,27/06/2020
25/06/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,5,300000,Secretaria Municipal de Saœde (S‹o Lu’s Belos Montes),GO,26/06/2020
26/06/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,15,724350,Secretaria Municipal de Saœde (GOIçS),GO,29/06/2020
26/06/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,10,600000,Secretaria Municipal de Saœde (GOIçS),GO,29/06/2020
26/06/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,5,241450,Secretaria Municipal de Saœde (JATAê),GO,30/06/2020
26/06/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,5,300000,Secretaria Municipal de Saœde (JATAê),GO,30/06/2020
26/06/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,5,241450,Secretaria Municipal de Saœde (SANTA HELENA DE GOIçS),GO,29/06/2020
26/06/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,5,300000,Secretaria Municipal de Saœde (SANTA HELENA DE GOIçS),GO,29/06/2020
26/06/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,1,48290,Secretaria Municipal de Saœde (SANTO ANTONIO DO DESCOBERTO),GO,29/06/2020
26/06/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,1,60000,Secretaria Municipal de Saœde (SANTO ANTONIO DO DESCOBERTO),GO,29/06/2020
26/06/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,3,144870,Secretaria Municipal de Saœde (SÌO LUIS DE MONTES BELOS),GO,29/06/2020
26/06/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,3,180000,Secretaria Municipal de Saœde (SÌO LUIS DE MONTES BELOS),GO,29/06/2020
26/06/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,10,600000,Secretaria Municipal de Saœde (An‡polis),GO,29/06/2020
26/06/2020,KTK,GOIAS,MUNICIPIO,TRANSPORTE,8,160000,Secretaria Municipal de Saœde (An‡polis),GO,29/06/2020
26/06/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,5,300000,Secretaria Municipal de Saœde (Bela Vista),GO,30/06/2020
07/07/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,5,300000,FORMOSA - HOSPITAL MUNICIPAL DE FORMOSA,GO,11/07/2020
07/07/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,5,241450,FORMOSA - HOSPITAL MUNICIPAL DE FORMOSA,GO,11/07/2020
07/07/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,6,360000,JATAê - HOSPITAL DAS CLINICAS DR. SERAFIM DE CARVALHO,GO,13/07/2020
07/07/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,6,289740,JATAê - HOSPITAL DAS CLINICAS DR. SERAFIM DE CARVALHO,GO,13/07/2020
07/07/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,5,241450,PORANGATU - HOSPITAL MUNICIPAL DE PORANGATU,GO,13/07/2020
07/07/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,6,360000,SÌO LUIS DE MONTES BELOS - HOSPITAL MUNICIPAL DR GERALDO LANDO,GO,12/07/2020
07/07/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,6,289740,SÌO LUIS DE MONTES BELOS - HOSPITAL MUNICIPAL DR GERALDO LANDO,GO,12/07/2020
10/07/2020,VYAIRE,GOIAS,ESTADO,UTI,60,3600000,GOIANIA - SES (oficio) - Secretaria Estadual de Saœde,GO,12/07/2020
10/07/2020,MAGNAMED,GOIAS,ESTADO,TRANSPORTE,4,193160,GOIANIA - Secretaria Estadual de Saœde,GO,12/07/2020
10/07/2020,VYAIRE,GOIAS,ESTADO,UTI,4,240000,GOIANIA - Secretaria Estadual de Saœde,GO,12/07/2020
10/07/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,5,241450,GOIANIA - Secretaria Municipal de Saœde,GO,13/07/2020
10/07/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,5,300000,GOIANIA - Secretaria Municipal de Saœde,GO,13/07/2020
10/07/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,10,482900,GOIANƒSIA - Secretaria Municipal de Saœde,GO,13/07/2020
10/07/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,10,600000,GOIANƒSIA - Secretaria Municipal de Saœde,GO,13/07/2020
17/07/2020,VYAIRE,GOIAS,ESTADO,UTI,21,1260000,GOIANIA - Secretaria Estadual de Saœde ,GO,30/07/2020
17/07/2020,KTK,GOIAS,ESTADO,TRANSPORTE,19,380000,GOIANIA - Secretaria Estadual de Saœde ,GO,30/07/2020
17/07/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,4,240000,LUZIANIA -  Secretaria Municipal de Saœde ,GO,24/07/2020
17/07/2020,KTK,GOIAS,MUNICIPIO,TRANSPORTE,5,100000,LUZIANIA -  Secretaria Municipal de Saœde ,GO,24/07/2020
24/07/2020,MAGNAMED,GOIAS,MUNICIPIO,UTI,2,120000,ALEXANIA - Secretaria Municipal de Saœde ,GO,03/08/2020
24/07/2020,KTK,GOIAS,MUNICIPIO,TRANSPORTE,2,40000,ALEXANIA - Secretaria Municipal de Saœde ,GO,03/08/2020
24/07/2020,KTK,GOIAS,MUNICIPIO,TRANSPORTE,2,40000,ALTO PARAISO DE GOIAS - Secretaria Municipal de Saœde ,GO,03/08/2020
24/07/2020,MAGNAMED,GOIAS,MUNICIPIO,UTI,4,240000,CATALAO - Secretaria Municipal de Saœde ,GO,03/08/2020
24/07/2020,KTK,GOIAS,MUNICIPIO,TRANSPORTE,5,100000,CATALAO - Secretaria Municipal de Saœde ,GO,03/08/2020
24/07/2020,KTK,GOIAS,MUNICIPIO,TRANSPORTE,2,40000,CAVALCANTE - Secretaria Municipal de Saœde ,GO,03/08/2020
24/07/2020,MAGNAMED,GOIAS,MUNICIPIO,UTI,10,600000,GOIAS - Secretaria Municipal de Saœde ,GO,03/08/2020
24/07/2020,MAGNAMED,GOIAS,MUNICIPIO,UTI,3,180000,IDEALINA - Secretaria Municipal de Saœde ,GO,03/08/2020
24/07/2020,KTK,GOIAS,MUNICIPIO,TRANSPORTE,2,40000,IDEALINA - Secretaria Municipal de Saœde ,GO,03/08/2020
24/07/2020,MAGNAMED,GOIAS,MUNICIPIO,UTI,1,60000,ITABERAI - Secretaria Municipal de Saœde ,GO,03/08/2020
24/07/2020,KTK,GOIAS,MUNICIPIO,TRANSPORTE,2,40000,ITABERAI - Secretaria Municipal de Saœde ,GO,03/08/2020
24/07/2020,MAGNAMED,GOIAS,MUNICIPIO,UTI,3,180000,MINEIROS - Secretaria Municipal de Saœde ,GO,03/08/2020
24/07/2020,KTK,GOIAS,MUNICIPIO,TRANSPORTE,2,40000,MINEIROS - Secretaria Municipal de Saœde ,GO,03/08/2020
24/07/2020,MAGNAMED,GOIAS,MUNICIPIO,UTI,1,60000,NOVO GAMA - Secretaria Municipal de Saœde ,GO,03/08/2020
24/07/2020,KTK,GOIAS,MUNICIPIO,TRANSPORTE,2,40000,NOVO GAMA - Secretaria Municipal de Saœde ,GO,03/08/2020
24/07/2020,MAGNAMED,GOIAS,MUNICIPIO,UTI,7,420000,PLANALTINA - Secretaria Municipal de Saœde ,GO,03/08/2020
24/07/2020,KTK,GOIAS,MUNICIPIO,TRANSPORTE,7,140000,PLANALTINA - Secretaria Municipal de Saœde ,GO,03/08/2020
24/07/2020,KTK,GOIAS,MUNICIPIO,TRANSPORTE,3,60000,PORANGATU - Secretaria Municipal de Saœde ,GO,03/08/2020
24/07/2020,MAGNAMED,GOIAS,MUNICIPIO,UTI,7,420000,POSSE - Secretaria Municipal de Saœde ,GO,03/08/2020
24/07/2020,MAGNAMED,GOIAS,MUNICIPIO,UTI,2,120000,QUIRINOPOLIS - Secretaria Municipal de Saœde ,GO,03/08/2020
24/07/2020,KTK,GOIAS,MUNICIPIO,TRANSPORTE,2,40000,QUIRINOPOLIS - Secretaria Municipal de Saœde ,GO,03/08/2020
24/07/2020,MAGNAMED,GOIAS,MUNICIPIO,UTI,10,600000,SANTA HELENA DE GOIAS - Secretaria Municipal de Saœde ,GO,03/08/2020
31/07/2020,KTK,GOIAS,ESTADO,TRANSPORTE,5,100000,SES GOIAS,GO,08/08/2020
31/07/2020,KTK,GOIAS,ESTADO,TRANSPORTE,5,100000,SES GOIAS,GO,08/08/2020
31/07/2020,KTK,GOIAS,ESTADO,TRANSPORTE,5,100000,SES GOIAS,GO,08/08/2020
31/07/2020,LEISTUNG,GOIAS,MUNICIPIO,UTI,1,60000,SMS de Diorama,GO,08/08/2020
31/07/2020,KTK,GOIAS,MUNICIPIO,TRANSPORTE,1,20000,SMS de Diorama,GO,08/08/2020
31/07/2020,KTK,GOIAS,MUNICIPIO,TRANSPORTE,2,40000,SMS de Matrincha,GO,08/08/2020
31/07/2020,KTK,GOIAS,MUNICIPIO,TRANSPORTE,1,20000,SMS de Moipora,GO,08/08/2020
31/07/2020,LEISTUNG,GOIAS,MUNICIPIO,UTI,1,60000,SMS de Mossamedes,GO,08/08/2020
31/07/2020,KTK,GOIAS,MUNICIPIO,TRANSPORTE,1,20000,SMS de Mossamedes,GO,08/08/2020
31/07/2020,KTK,GOIAS,MUNICIPIO,TRANSPORTE,3,60000,SMS de Padre Bernardo,GO,08/08/2020
31/07/2020,KTK,GOIAS,MUNICIPIO,TRANSPORTE,2,40000,SMS de Santo Antonio do Descoberto,GO,08/08/2020
31/07/2020,KTK,GOIAS,MUNICIPIO,TRANSPORTE,2,40000,SMS de Valparaiso de Goias,GO,08/08/2020
09/08/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,1,48290,SMS de Mineiros,GO,14/08/2020
09/08/2020,LEISTUNG,GOIAS,MUNICIPIO,UTI,3,180000,SMS de Ipameri,GO,14/08/2020
09/08/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,3,144870,SMS de Ipameri,GO,14/08/2020
09/08/2020,LEISTUNG,GOIAS,MUNICIPIO,UTI,3,180000,SMS de Pires do Rio,GO,14/08/2020
09/08/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,1,48290,SMS de Mineiros,GO,14/08/2020
09/08/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,2,96580,SMS de Rialma,GO,14/08/2020
09/08/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,4,193160,SMS de Cabeceiras,GO,14/08/2020
09/08/2020,LEISTUNG,GOIAS,MUNICIPIO,UTI,2,120000,SMS de Niquelandia,GO,14/08/2020
09/08/2020,LEISTUNG,GOIAS,MUNICIPIO,UTI,2,120000,SMS de Pontalina,GO,14/08/2020
09/08/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,2,96580,SMS de Pontalina,GO,14/08/2020
09/08/2020,LEISTUNG,GOIAS,MUNICIPIO,UTI,3,180000,SMS DE ARAGARCAS,GO,14/08/2020
09/08/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,3,144870,SMS DE ARAGARCAS,GO,14/08/2020
09/08/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,2,96580,SMS de Silvania,GO,14/08/2020
09/08/2020,LEISTUNG,GOIAS,MUNICIPIO,UTI,2,120000,SMS de Santa Terezinha de Goias,GO,14/08/2020
09/08/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,1,48290,SMS de Santa Terezinha de Goias,GO,14/08/2020
14/08/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,1,48290,SMS de Divinopolis de Goias,GO,20/08/2020
14/08/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,1,60000,SMS de Divinopolis de Goias,GO,20/08/2020
14/08/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,1,48290,SMS de Santa Cruz de Goias,GO,20/08/2020
14/08/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,1,60000,SMS de Santa Cruz de Goias,GO,20/08/2020
14/08/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,2,96580,SMS de Padre Bernardo,GO,20/08/2020
14/08/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,3,180000,SMS de Padre Bernardo,GO,20/08/2020
14/08/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,2,96580,SMS de Sao Domingos,GO,20/08/2020
14/08/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,1,60000,SMS de Uruacu,GO,20/08/2020
14/08/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,1,48290,SMS de Uruacu,GO,20/08/2020
14/08/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,2,96580,SMS de Sao Domingos,GO,20/08/2020
14/08/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,3,180000,SMS de Inhumas,GO,20/08/2020
14/08/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,3,144870,SMS de Inhumas,GO,20/08/2020
21/08/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,2,96580,SECRETARIA MUNICIPAL DE SAUDE DEÊ ANAPOLIS,GO,24/08/2020
21/08/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,3,180000,SECRETARIA MUNICIPAL DE SAUDE DEÊ ANAPOLIS,GO,24/08/2020
21/08/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,1,48290,SMS de Ceres,GO,26/08/2020
21/08/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,2,120000,SMS de Ceres,GO,26/08/2020
21/08/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,1,48290,Secretaria Municipal de Saude de Cidade,GO,24/08/2020
21/08/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,1,60000,Secretaria Municipal de Saude de Cidade,GO,24/08/2020
21/08/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,1,48290,SECRETARIA MUNICIPAL DE SAUDE DEÊ ANAPOLIS,GO,24/08/2020
21/08/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,1,60000,SECRETARIA MUNICIPAL DE SAUDE DEÊ ANAPOLIS,GO,24/08/2020
21/08/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,1,48290,SMS de Novo Gama,GO,24/08/2020
21/08/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,1,60000,SMS de Novo Gama,GO,24/08/2020
21/08/2020,MAGNAMED,GOIAS,MUNICIPIO,TRANSPORTE,1,48290,SMS de Ipora,GO,25/08/2020
21/08/2020,VYAIRE,GOIAS,MUNICIPIO,UTI,1,60000,SMS de Itumbiara,GO,25/08/2020
